msoa,entropy_work,entropy_all,gini,hhi,lq,asymmetry
E02000217,5.8218603787826675,5.98374728584189,0.30859671302149183,0.022632939149502693,0.8590844378623383,0.2097902097902098
E02000218,5.6019704724405965,5.55852716400896,0.29402432575356957,0.028326974216672445,0.6010464446444276,0.4198473282442748
E02000219,6.153326067816801,6.044093403931947,0.2143769597027058,0.015907751872737984,1.1926234667776163,0.17110266159695817
E02000221,6.01429825379771,6.28206362180314,0.34347826086956523,0.02657777777777778,1.078669175401345,0.27007299270072993
E02000222,5.0987483543361165,6.076604553024519,0.3559036144578313,0.05037015532007549,1.2377707087682943,0.012195121951219513
E02000223,5.261068185489094,5.435702677949185,0.45711570444286054,0.042218021424070586,0.9219765231675976,0.4603174603174603
E02000224,5.3175456225368976,6.12861625740703,0.1756198347107438,0.02876033057851239,0.7247297819106008,0.0891089108910891
E02000225,4.998150338041835,5.047770578970861,0.45648148148148143,0.06180555555555555,0.9140232127985631,0.3333333333333333
E02000226,5.712888752438585,5.502511650641564,0.3516274649560465,0.0263370061811341,1.035883897809777,0.016666666666666666
E02000227,6.4648610355572185,5.79282360781129,0.3414500469777639,0.019700254500895457,0.7888377897769895,0.3825503355704698
E02000228,5.681528618594592,5.438262205826179,0.32260714774750104,0.028027943775776446,0.5767747317490785,0.4533333333333333
E02000229,4.936231807780301,4.47301095148503,0.4236911259349101,0.06217451376341799,1.1997157661430147,0.05365853658536585
E02000230,6.000809943574844,6.097347131193847,0.29523996852871753,0.022242455775234128,0.6210571757610956,0.10714285714285714
E02000231,5.6114597495544585,5.5936048098837245,0.2875980042765502,0.02811909262759925,1.0586979448842437,0.010752688172043012
E02000232,5.317066430920194,5.530229540952685,0.3413051538746756,0.04335761359694762,0.6553221550115074,0.4090909090909091
E02000233,5.51027372541181,5.476552864175681,0.33213114754098355,0.03340000000000001,0.8415352884653317,0.4084507042253521
E02000234,5.951952477690116,5.767321345535287,0.3771756194116443,0.027429497318776277,0.7207667767713097,0.2627450980392157
E02000235,5.667368784857278,5.397057903135039,0.30190476190476195,0.026000000000000002,1.3777473255542334,0.047619047619047616
E02000236,6.17156485745977,5.7487023149021255,0.33107609788803216,0.019919672197655076,0.611298707521011,0.5242718446601942
E02000237,5.657309371057401,5.21701645434974,0.32765011119347665,0.036472760849492136,1.4662181797967535,0.004405286343612335
E02000238,6.037353555557009,6.586263020184016,0.26343366778149385,0.01928166351606806,0.7280819085614361,0.3142857142857143
E02000239,6.23191367777854,6.447361284579115,0.24512987012987011,0.01675485008818342,0.7441440717220209,0.44
E02000240,5.405573053080681,6.088829060836614,0.38208616780045346,0.03970025510204082,0.7094029271392873,0.4358974358974359
E02000241,5.347274413893481,6.32401331766557,0.22758152173913043,0.0283203125,1.1150597163889329,0.030303030303030304
E02000242,5.329239931817579,5.991104300272388,0.2743055555555555,0.0308641975308642,0.8769027615870968,0.3211009174311927
E02000243,5.223940840407489,6.404115738415119,0.31020613373554545,0.044049967126890216,0.9266689748857845,0.23529411764705882
E02000244,5.206885060742825,6.2807653465610915,0.3445701357466063,0.043044982698961926,0.9572538330664511,0.005847953216374269
E02000245,5.685287657098773,6.577670824554607,0.22598870056497178,0.023624447492760246,0.8697140946260177,0.15714285714285714
E02000246,5.580818564536742,5.926157439275032,0.31966666666666665,0.027200000000000002,0.493402484080936,0.47058823529411764
E02000247,5.476926094004813,5.865316245213243,0.29697791553661373,0.03522282540083321,1.1568684778179856,0.11949685534591195
